lat|lon
''52,408103''|''-1,82595''
''51,477826''|''-0,238871''
''51,529253''|''0,023155''
''50,925629''|''-1,535545''
''51,399344''|''0,455108''
''51,28984''|''-0,071876''
''57,684374''|''-2,938506''
''51,488127''|''0,093976''
''53,367821''|''-3,05852''
''51,526889''|''-0,130789''
''51,942112''|''-1,213224''
''53,485867''|''-2,085605''
''52,81061''|''1,228554''
''52,229979''|''-0,26783''
''53,292938''|''-1,25855''
''52,559019''|''-1,809262''
''51,385794''|''0,080016''
''51,710427''|''-0,370195''
''51,68219''|''-2,356792''
''54,524963''|''-1,556081''
''53,508076''|''-2,243139''
''51,190126''|''0,286996''
''51,540904''|''-0,045578''
''53,292413''|''-0,116761''
''53,827163''|''-1,456774''
''57,487602''|''-4,148883''
''0,0''|''0,0''
''50,790304''|''-3,18924''
''51,447949''|''-0,425738''
''53,414223''|''-2,799628''
''51,580092''|''-0,197135''
''56,08135''|''-3,445841''
''54,595963''|''-5,94738''
''55,933719''|''-3,178932''
''51,559005''|''0,095686''
''51,728643''|''0,414177''
''50,758928''|''0,279746''
''51,703355''|''0,462544''
''53,335209''|''-3,000104''
''52,566087''|''-1,921899''
''51,407503''|''0,110694''
''51,620308''|''0,303622''
''51,53023''|''-0,028907''
''50,475399''|''-3,536947''
''53,473159''|''-2,588261''
''55,16787''|''-1,691947''
''52,628887''|''1,294905''
''53,863395''|''-1,676117''
''55,879474''|''-3,16613''
''55,677954''|''-4,509325''
''51,75845''|''-1,214611''
''51,799597''|''-4,291911''
''54,105096''|''-0,178707''
''51,555039''|''0,757737''
''51,585577''|''-2,781549''
''51,590968''|''-0,167817''
''52,754069''|''-1,142965''
''57,664586''|''-2,521052''
''55,859065''|''-4,31649''
''51,587109''|''-0,554022''
''51,61309''|''-0,647163''
''54,976046''|''-1,838299''
''51,661377''|''0,082564''
''53,745058''|''-2,392738''
''51,417674''|''-0,286113''
''53,070557''|''-1,303149''
''51,488341''|''-2,194183''
''55,015241''|''-1,459731''
''53,348008''|''-2,119201''
''54,499505''|''-5,938758''
''54,870131''|''-4,443326''
''51,083307''|''0,358643''
''54,590751''|''-5,92677''
''53,915599''|''-1,330923''
''51,530784''|''-0,13543''
''54,914868''|''-1,50522''
''51,589235''|''-3,006038''
''51,737213''|''0,475991''
''52,510736''|''-1,958184''
''53,781825''|''-1,605585''
''53,397233''|''-2,258733''
''52,912684''|''-1,396574''
''53,39311''|''-2,063313''
''53,94268''|''-1,126527''
''53,63269''|''-1,844263''
''51,499384''|''-0,465704''
''51,464566''|''-0,164692''
''51,572069''|''-2,944522''
''53,625877''|''-1,872395''
''53,504936''|''-2,938268''
''51,085173''|''-0,322361''
''53,131066''|''-2,328018''
''51,991471''|''-1,050793''
''54,219869''|''-6,203345''
''51,354175''|''-0,133518''
''53,50026''|''-2,744155''
''52,051932''|''-0,024916''
''54,674179''|''-6,18132''
''53,848368''|''-1,838815''
''51,411291''|''-0,145073''
''56,16473''|''-3,32032''
''50,715769''|''-4,425604''
''50,718097''|''-3,487048''
''51,403''|''-3,207526''
''52,215711''|''-2,027764''
''55,800023''|''-3,998103''
''50,118867''|''-5,539592''
''53,497107''|''-1,286153''
''53,049834''|''-2,493732''
''52,071339''|''-4,137101''
''51,580764''|''0,41974''
''53,367925''|''-2,309998''
''53,597813''|''-2,453744''
''57,180354''|''-2,084938''
''53,80493''|''-1,51862''
''52,187676''|''0,139242''
''53,18662''|''-3,05212''
''51,419666''|''-1,733631''
''51,368844''|''1,128232''
''52,822742''|''-0,667411''
''54,471107''|''-2,352634''
''51,577659''|''-2,992795''
''51,238118''|''-0,203889''
''53,924036''|''-1,794545''
''51,620089''|''-3,448504''
''52,586408''|''-1,118851''
''51,460181''|''-0,991883''
''54,445113''|''-6,398189''
''51,500345''|''-3,185735''
''55,886155''|''-4,246607''
''51,868468''|''0,546184''
''51,85085''|''-4,305542''
''53,75006''|''-2,368764''
''52,283457''|''0,12082''
''53,652557''|''-2,180533''
''52,490697''|''-1,854417''
''52,888213''|''0,945721''
''51,37042''|''0,59976''
''52,415861''|''1,058226''
''55,902092''|''-3,638847''
''51,75957''|''-3,583112''
''52,361276''|''-1,218875''
''52,627997''|''-1,176507''
''51,71009''|''-0,540371''
''52,430728''|''-1,795784''
''53,359653''|''0,060302''
''55,833384''|''-4,276747''
''52,975023''|''-1,38205''
''55,869745''|''-4,213851''
''50,986291''|''-0,883887''
''51,35165''|''-1,991924''
''50,808518''|''-1,955583''
''54,556366''|''-1,142058''
''50,837554''|''-0,380069''
''52,840659''|''-1,353569''
''51,899762''|''-0,444806''
''51,968041''|''-0,849115''
''50,262079''|''-5,091839''
''53,824759''|''-1,950044''
''51,63771''|''-0,002905''
''53,756605''|''-1,517261''
''51,513319''|''-0,093383''
''53,380243''|''-2,283179''
''53,275586''|''-1,439046''
''52,924321''|''-1,212933''
''55,612044''|''-4,655152''
''51,35165''|''-1,991924''
''50,219575''|''-5,287912''
''52,392518''|''-2,253866''
''52,603659''|''-1,079759''
''52,204955''|''-2,212115''
''50,518941''|''-4,314469''
''52,542827''|''0,092717''
''53,357205''|''-1,110594''
''53,626998''|''-2,985762''
''52,28728''|''0,13175''
''55,804426''|''-4,391245''
''51,532266''|''0,723525''
''51,398311''|''-0,045783''
''53,598936''|''-2,409045''
''51,585252''|''0,556066''
''51,654262''|''-1,58476''
''54,819876''|''-7,470761''
''55,860109''|''-4,239238''
''56,111553''|''-3,919186''
''52,897019''|''-1,271967''
''51,267121''|''0,571531''
''55,062796''|''-1,552735''
''51,596399''|''-0,022059''
''53,781681''|''-2,38833''
''53,890627''|''-1,218725''
''51,618352''|''0,307815''
''51,82724''|''-0,799045''
''50,806663''|''-0,543831''
''51,546772''|''-0,370915''
''54,23886''|''-7,341237''
''55,855731''|''-4,323339''
''51,585503''|''-0,018014''
''52,049417''|''-0,120219''
''51,106334''|''-0,556247''
''51,753433''|''-1,428061''
''52,385645''|''-1,754544''
''51,075055''|''-0,803672''
''52,397952''|''-1,791599''
''53,802181''|''-1,451798''
''50,924757''|''-1,415441''
''53,037074''|''-2,214634''
''52,053961''|''-0,269629''
''51,45843''|''-2,574179''
''51,426221''|''-0,005566''
''51,511437''|''-3,199368''
''55,975494''|''-2,900803''
''51,513742''|''-0,125749''
''51,745322''|''0,514246''
''51,62776''|''-0,748003''
''51,68484''|''-4,147837''
''51,431706''|''-2,618408''
''53,464942''|''-2,094374''
''52,196671''|''-2,216951''
''52,112252''|''-0,428792''
''51,102278''|''0,145968''
''53,615352''|''-1,817358''
''52,275964''|''-0,8237''
''52,213854''|''-0,070027''
''52,428578''|''-1,9621''
''50,899234''|''-1,404157''
''53,682096''|''-1,647062''
''51,805081''|''-3,989885''
''53,794761''|''-1,659158''
''51,480318''|''-0,166768''
''53,83869''|''-0,424027''
''52,529932''|''-2,196431''
''52,640466''|''-1,132484''
''53,374317''|''-2,183335''
''51,250499''|''0,494749''
''51,050651''|''-0,366627''
''52,395282''|''-1,475296''
''51,640169''|''-2,67335''
''51,219761''|''-0,495796''
''53,390816''|''-3,014941''
''50,791688''|''-1,073975''
''54,161106''|''-3,173087''
''50,387818''|''-4,13896''
''57,148548''|''-2,142131''
''52,788577''|''-2,083885''
''50,654798''|''-1,204669''
''55,18661''|''-1,507155''
''51,450065''|''-0,332278''
''51,45843''|''-2,574179''
''50,621282''|''-3,413561''
''51,55807''|''0,072373''
''60,299337''|''-1,385661''
''53,54662''|''-1,145329''
''51,889856''|''-2,115035''
''54,883413''|''-1,430555''
''51,631069''|''-0,342351''
''51,449793''|''0,052685''
''51,64895''|''-3,225355''
''54,989678''|''-3,2597''
''52,603208''|''0,733548''
''52,076494''|''-0,728646''
''53,487362''|''-2,227197''
''52,648071''|''1,33058''
''51,494074''|''-3,182562''
''53,406528''|''-2,904255''
''51,589391''|''-2,530317''
''57,427488''|''-1,913675''
''50,682237''|''-3,500649''
''53,729306''|''-1,893363''
''51,548081''|''-0,115454''
''50,872924''|''-0,998334''
''51,509762''|''-0,603248''
''51,390479''|''-0,286611''
''52,930121''|''-1,198353''
''51,541559''|''-0,124794''
''53,329257''|''-1,539709''
''55,949776''|''-4,926606''
''51,445257''|''-0,324294''
''53,422989''|''-3,036775''
''50,739507''|''-3,477352''
''51,712667''|''-5,03689''
''56,483908''|''-2,942904''
''51,986425''|''1,313''
''55,099333''|''-1,590957''
''51,573072''|''-0,085331''
''51,582218''|''-0,01833''
''52,889825''|''-1,454455''
''52,10445''|''-2,311667''
''50,794185''|''0,047481''
''51,904978''|''0,557494''
''53,49513''|''-3,009894''
''53,404062''|''-2,989685''
''51,390064''|''-0,19723''
''56,486399''|''-2,99217''
''51,932561''|''-2,414975''
''52,222136''|''-2,233486''
''50,739631''|''-1,747566''
''52,588601''|''-0,217673''
''54,689116''|''-6,863917''
''55,145352''|''-2,019284''
''51,557301''|''-1,831549''
''53,522875''|''-1,39862''
''52,818658''|''-3,100725''
''54,657625''|''-1,249302''
''51,241595''|''0,000335''
''51,047148''|''-0,399775''
''52,017178''|''-0,338406''
''51,454487''|''-2,614139''
''54,98959''|''-1,417864''
''52,998106''|''-1,131414''
''51,516584''|''-0,124497''
''51,38988''|''0,54417''
''51,625766''|''-0,070005''
''52,520966''|''-3,215789''
''55,863765''|''-4,254616''
''56,202112''|''-2,851729''
''52,337336''|''-2,362235''
''53,754266''|''-2,708369''
''54,072193''|''-2,000377''
''52,414055''|''-1,504978''
''53,713808''|''-2,098023''
''53,163214''|''-2,184288''
''51,757723''|''-2,247477''
''52,671451''|''-3,161501''
''51,513019''|''-0,079401''
''51,734822''|''0,474209''
''52,483996''|''-1,796892''
''57,139075''|''-2,129537''
''51,450868''|''-2,595728''
''52,520295''|''-1,790683''
''51,803162''|''-0,656207''
''53,31068''|''-2,353828''
''53,101081''|''-2,443569''
''51,396388''|''-1,257364''
''51,88033''|''0,855541''
''53,426322''|''-2,827456''
''53,968981''|''-1,12677''
''52,25881''|''0,018622''
''51,880178''|''-0,421844''
''51,613008''|''-1,088024''
''51,760824''|''-0,56668''
''51,467933''|''-0,299722''
''54,934581''|''-1,550366''
''52,803078''|''-2,123027''
''54,288045''|''-1,591827''
''51,513725''|''-0,134844''
''54,484961''|''-0,631337''
''51,414434''|''-1,517109''
''55,891082''|''-3,056277''
''51,595206''|''-0,191729''
''53,137648''|''-1,156482''
''50,81734''|''0,306456''
''55,018204''|''-1,490361''
''52,895121''|''-2,671149''
''53,381663''|''-3,100342''
''51,652755''|''-0,158055''
''53,54529''|''-2,11633''
''52,646761''|''1,277604''
''51,435806''|''-0,316741''
''54,551205''|''-5,897477''
''55,85787''|''-3,169764''
''57,676275''|''-2,933216''
''51,553493''|''0,141954''
''51,588354''|''-0,776642''
''51,750231''|''-1,267367''
''51,532329''|''-0,034497''
''51,087184''|''1,181431''
''50,807797''|''-0,387996''
''52,768346''|''-0,867703''
''51,940154''|''-1,553747''
''53,663722''|''-2,17318''
''51,971448''|''0,688072''
''51,766702''|''-1,152098''
''51,522153''|''-3,194273''
''53,38845''|''-2,197664''
''52,629399''|''1,290731''
''50,910104''|''-1,503938''
''52,625667''|''-2,191961''
''50,872376''|''-1,288999''
''51,665088''|''-0,179144''
''53,075536''|''-0,802595''
''50,865257''|''0,578541''
''53,72711''|''-2,28781''
''55,948069''|''-3,182683''
''50,919967''|''-0,999644''
''52,170585''|''0,515886''
''50,499621''|''-3,531317''
''54,090784''|''-0,926603''
''53,578101''|''-2,709093''
''51,283466''|''1,079122''
''51,008025''|''-2,186709''
''55,161054''|''-1,603165''
''51,578312''|''-0,191894''
''53,760668''|''-2,706812''
''55,87116''|''-4,04699''
''51,449001''|''-0,204807''
''54,905834''|''-2,934884''
''56,970301''|''-2,22364''
''52,092631''|''-4,648038''
''55,999339''|''-3,756399''
''0,0''|''0,0''
''55,831672''|''-4,199454''
''51,739553''|''-0,454151''
''51,899235''|''-0,393546''
''53,073313''|''-2,861643''
''51,242476''|''-0,753734''
''51,066324''|''-1,297806''
''54,051318''|''-0,962523''
''55,446757''|''-4,621039''
''51,738046''|''0,02188''
''53,703918''|''-2,201384''
''51,407718''|''-0,120598''
''51,371115''|''-0,789451''
''53,490467''|''-2,935672''
''52,042864''|''1,208803''
''54,679247''|''-1,215139''
''53,742436''|''-2,966144''
''51,943622''|''0,635652''
''52,676449''|''0,160251''
''54,730042''|''-1,379941''
''55,135931''|''-2,258543''
''51,452879''|''-2,536965''
''52,478657''|''-1,978415''
''51,46962''|''-0,967804''
''50,922712''|''0,161288''
''54,656015''|''-5,704485''
''52,18793''|''-1,714208''
''53,608071''|''-2,410856''
''51,603407''|''-0,340875''
''51,604917''|''0,24721''
''52,932036''|''-1,203718''
''50,365584''|''-4,105463''
''55,960382''|''-3,176699''
''54,490107''|''-7,622306''
''50,653483''|''-1,157062''
''56,201662''|''-3,21954''
''52,231299''|''-2,187046''
''52,967128''|''-2,100743''
''51,647744''|''-3,971103''
''54,248024''|''-0,974722''
''51,480756''|''0,076643''
''54,610533''|''-1,570122''
''51,156119''|''0,872421''
''51,799149''|''-0,068513''
''51,360319''|''-0,096772''
''50,990879''|''-1,488445''
''51,790913''|''-4,163162''
''50,717365''|''-2,75681''
''51,670812''|''-0,390929''
''53,749505''|''-1,580218''
''53,422132''|''-2,241219''
''51,430918''|''-0,130694''
''51,512504''|''-0,14344''
''50,633041''|''-1,232025''
''53,259924''|''-2,130525''
''50,794479''|''0,004143''
''52,148998''|''0,96797''
''50,809327''|''-1,074507''
''53,755603''|''-1,465418''
''51,460475''|''-1,001045''
''52,036769''|''1,150732''
''51,410691''|''-1,567041''
''50,830909''|''-0,772265''
''52,00457''|''1,318217''
''50,989965''|''-1,376083''
''51,790588''|''-0,066444''
''52,462175''|''-1,829608''
''55,960382''|''-3,176699''
''52,785412''|''-0,150903''
''51,330863''|''-0,766641''
''56,190702''|''-3,156653''
''51,643239''|''-0,171145''
''55,008383''|''-1,453366''
''53,532956''|''-1,129246''
''54,516673''|''-1,220947''
''51,809005''|''-0,073996''
''54,082409''|''-1,243728''
''51,7601''|''-1,598613''
''51,40309''|''-0,844617''
''55,922354''|''-4,341714''
''50,09524''|''-5,208108''
''51,564839''|''-0,057263''
''50,435949''|''-4,257776''
''51,700504''|''-0,027884''
''57,167686''|''-2,120642''
''51,482256''|''-3,195217''
''53,807944''|''-1,458146''
''54,648644''|''-5,690165''
''52,643182''|''-1,804618''
''52,959734''|''-1,132005''
''53,416581''|''-2,893093''
''51,403329''|''0,02412''
''51,352144''|''0,540397''
''51,016187''|''-3,102772''
''51,470081''|''0,112386''
''53,502939''|''-2,232014''
''53,381003''|''-2,136986''
''54,886766''|''-2,860457''
''53,479613''|''-2,241364''
''54,543632''|''-1,530636''
''52,513297''|''-0,69586''
''53,535291''|''-2,120663''
''50,727543''|''-1,964698''
''54,575852''|''-1,244942''
''50,478553''|''-4,383227''
''51,491006''|''-0,14306''
''55,954404''|''-2,774097''
''51,387556''|''-2,826926''
''54,598848''|''-5,91743''
''51,351341''|''-2,978172''
''52,19887''|''-1,717166''
''53,533965''|''-2,488954''
''52,526736''|''-0,440724''
''52,443994''|''1,569525''
''53,96043''|''-1,092336''
''51,279721''|''1,078527''
''55,774776''|''-4,076342''
''54,289456''|''-0,40662''
''51,070876''|''0,690072''
''53,644226''|''-3,005542''
''53,215336''|''-3,010891''
''53,627499''|''-2,676822''
''51,205706''|''-0,584801''
''53,249806''|''-0,549217''
''53,364624''|''-3,029346''
''53,767961''|''-2,808552''
''57,665606''|''-2,530587''
''53,413257''|''-3,03219''
''51,762368''|''-0,150467''
''53,381455''|''-1,464295''
''51,463809''|''-0,361836''
''51,426871''|''-0,05331''
''53,166662''|''-1,184544''
''51,57067''|''-0,340537''
''51,451212''|''-0,947367''
''50,725009''|''-3,511792''
''50,879396''|''0,016172''
''51,509613''|''-0,306586''
''52,050474''|''-2,695617''
''52,993395''|''-1,103604''
''50,859272''|''-1,404325''
''52,687411''|''-1,93485''
''53,190748''|''-2,512712''
''57,565479''|''-2,791317''
''53,790161''|''-2,73463''
''52,669698''|''-2,019293''
''51,456342''|''-2,579967''
''51,152861''|''0,841985''
''53,479763''|''-2,54128''
''51,854268''|''-2,180773''
''51,820271''|''-2,289708''
''53,433707''|''-3,044562''
''50,83383''|''-0,258308''
''53,787475''|''-1,752288''
''52,679182''|''-1,972594''
''51,288952''|''0,430827''
''52,742595''|''-0,782884''
''50,957398''|''-0,502859''
''53,590496''|''-2,666818''
''51,524503''|''-0,112088''
''53,35072''|''-1,406467''
''55,804983''|''-4,177813''
''53,120075''|''-1,284493''
''51,374072''|''-2,914709''
''51,525595''|''-3,266481''
''54,881655''|''-1,56132''
''52,807194''|''-2,115666''
''50,821404''|''-0,138459''
''53,55956''|''-2,205709''
''52,263096''|''-0,834371''
''53,045556''|''-1,31365''
''53,261328''|''-2,508699''
''51,926887''|''1,212345''
''54,727076''|''-1,882227''
''53,535216''|''-2,048167''
''56,728758''|''-2,468091''
''53,593713''|''-2,578936''
''53,383413''|''-2,915507''
''53,475252''|''-2,155883''
''54,192648''|''-6,143727''
''53,437516''|''-2,164355''
''51,643239''|''-0,171145''
''51,598194''|''-3,543735''
''51,489548''|''0,067147''
''52,667235''|''-1,092383''
''51,591235''|''-0,958815''
''58,56164''|''-4,005557''
''51,528624''|''-0,332393''
''51,274644''|''0,570947''
''51,646245''|''-0,378221''
''51,534677''|''-2,388262''
''51,436445''|''-0,053119''
''57,473119''|''-2,02933''
''51,600047''|''-3,00339''
''55,953655''|''-4,924495''
''51,544667''|''-0,251536''
''53,592627''|''-2,310206''
''51,337839''|''-2,968517''
''53,482627''|''-2,240176''
''53,566592''|''-0,462927''
''50,870624''|''-0,158244''
''51,13989''|''-0,781799''
''51,509215''|''-0,152696''
''51,390403''|''-0,493125''
''53,420626''|''-2,997594''
''53,0039''|''-1,173725''
''57,517636''|''-1,838927''
''54,541841''|''-5,964625''
''56,5652''|''-3,587949''
''54,863673''|''-6,251377''
''52,000614''|''-0,985908''
''54,508875''|''-6,770116''
''52,078259''|''0,435774''
''53,361811''|''-2,065566''
''51,288637''|''-0,831674''
''52,698556''|''1,680511''
''51,588471''|''0,19297''
''51,552021''|''-2,414775''
''50,791804''|''-1,086401''
''51,37823''|''1,197646''
''53,310616''|''-1,124065''
''53,406399''|''-2,975554''
''54,544323''|''-1,542067''
''55,640717''|''-4,75585''
''55,862561''|''-3,697903''
''55,912274''|''-3,152907''
''53,401836''|''-2,35308''
''54,641624''|''-5,659191''
''51,569606''|''-2,209506''
''53,548641''|''-1,089381''
''50,578035''|''-3,659423''
''52,428192''|''-1,835872''
''52,405531''|''0,313366''
''51,343183''|''-0,478435''
''51,594234''|''-0,204544''
''54,940671''|''-2,729378''
''54,645364''|''-5,654189''
''50,755789''|''-1,865853''
''53,495464''|''-1,338079''
''53,703918''|''-2,201384''
''51,486387''|''-0,311681''
''51,599751''|''-1,125338''
''51,38709''|''-0,885011''
''53,006883''|''-1,168466''
''53,308933''|''-1,448319''
''52,137464''|''-0,449897''
''0,0''|''0,0''
''51,692727''|''-0,782483''
''54,20366''|''-0,741423''
''51,502267''|''-0,190381''
''50,749632''|''-1,794019''
''51,514912''|''-0,136554''
''51,345022''|''-1,762166''
''53,474864''|''-2,251567''
''50,889385''|''-0,329859''
''50,840508''|''0,481321''
''54,404318''|''-1,953736''
''51,922094''|''-4,976237''
''52,010918''|''-0,725813''
''52,829659''|''0,855776''
''55,931171''|''-4,354429''
''50,879194''|''-2,963489''
''53,395662''|''-1,449559''
''56,224978''|''-3,424698''
''52,696797''|''0,965877''
''50,725253''|''-1,949229''
''52,89629''|''-1,55877''
''54,23787''|''-0,760621''
''52,803076''|''-2,123009''
''54,755835''|''-2,012694''
''54,605292''|''-1,101228''
''53,385393''|''-2,71217''
''53,963035''|''-1,083835''
''51,712447''|''-0,034399''
''53,693717''|''-2,470344''
''51,564381''|''-0,921427''
''53,528335''|''-2,272762''
''53,432406''|''-1,329562''
''53,460088''|''-2,594029''
''53,802651''|''-1,755847''
''52,573582''|''-2,130985''
''51,430346''|''-0,790303''
''52,389432''|''-2,256968''
''51,853605''|''0,088303''
''51,756824''|''0,492294''
''51,762241''|''-0,569452''
''51,460391''|''-0,463385''
''51,59505''|''-0,385171''
''52,509291''|''-2,140291''
''52,215892''|''-2,179546''
''55,794055''|''-4,86715''
''50,82994''|''-0,127327''
''51,356963''|''1,109306''
''57,1384''|''-2,122067''
''51,702753''|''-0,914581''
''51,241009''|''-0,549141''
''52,336535''|''-0,721994''
''53,971498''|''-0,274679''
''51,913746''|''-2,582021''
''51,549773''|''0,243902''
''54,527005''|''-3,525828''
''53,710782''|''-2,788925''
''51,055445''|''-2,40875''
''52,999566''|''-1,258024''
''54,890143''|''-2,919277''
''53,048893''|''-3,000085''
''52,53609''|''-2,788927''
''53,386358''|''-2,65842''
''57,284118''|''-3,831883''
''52,017585''|''-0,749669''
''53,745148''|''-1,557619''
''51,408109''|''-0,194058''
''50,460764''|''-4,460478''
''50,796126''|''-0,68733''
''53,486916''|''-2,136816''
''50,918482''|''-4,206275''
''53,378937''|''-1,490738''
''53,800484''|''-1,540109''
''53,51653''|''-2,20164''
''53,37305''|''-3,092679''
''51,659778''|''-0,072349''
''51,559154''|''-0,098881''
''53,363981''|''-2,579347''
''51,757279''|''-3,280401''
''50,90029''|''-1,205412''
''53,644389''|''-1,35363''
''53,456294''|''-2,325732''
''52,534734''|''-2,096328''
''52,461353''|''1,7048''
''50,995377''|''-1,365626''
''50,857778''|''-3,403666''
''51,85962''|''-2,123379''
''51,685967''|''-4,949432''
''53,408106''|''-2,989779''
''50,609146''|''-2,456042''
''51,519802''|''-0,122891''
''55,942371''|''-3,308116''
''51,533494''|''-2,573624''
''51,442519''|''-0,15854''
''52,796454''|''0,340194''
''51,459698''|''-0,178797''
''51,312776''|''-0,149723''
''51,490234''|''-0,132389''
''54,534773''|''-1,537717''
''53,49132''|''-2,351864''
''51,7484''|''-0,469885''
''51,320799''|''-2,205313''
''52,526842''|''-2,102554''
''52,18488''|''-2,205876''
''52,757737''|''0,419055''
''51,583362''|''-0,357439''
''53,860035''|''-1,560788''
''54,614952''|''-1,092575''
''53,455579''|''-2,112424''
''51,51912''|''-0,171787''
''53,399615''|''-0,775424''
''52,503524''|''-1,919093''
''51,087608''|''-2,805087''
''53,83724''|''-2,487984''
''54,363406''|''-7,741768''
''53,201593''|''-0,116672''
''53,827049''|''-1,765895''
''54,997828''|''-1,432501''
''51,358491''|''-0,380073''
''51,64149''|''-0,073052''
''51,552986''|''-0,162766''
''51,449197''|''-0,909925''
''55,866949''|''-4,274459''
''51,437978''|''-0,019529''
''53,441105''|''-2,985367''
''51,175907''|''-3,342279''
''51,613334''|''-0,2778''
''57,979084''|''-3,971469''
''50,814771''|''-1,913292''
''51,531822''|''0,048241''
''50,779965''|''-2,010997''
''51,39383''|''0,488395''
''53,40089''|''-3,038193''
''51,922096''|''-0,433855''
''52,966369''|''-1,183966''
''55,874265''|''-4,390614''
''52,896066''|''-1,415222''
''53,409444''|''-2,874861''
''51,307036''|''0,889531''
''51,491514''|''-0,2341''
''53,564884''|''-2,271563''
''55,860989''|''-4,248654''
''54,062615''|''-2,812693''
''51,521219''|''-0,081521''
''54,492342''|''-1,133318''
''56,443817''|''-3,105287''
''51,469414''|''0,010716''
''51,453043''|''-1,02068''
''51,648484''|''-0,222899''
''52,452036''|''-1,830736''
''55,865325''|''-3,694924''
''54,494228''|''-5,458364''
''51,917964''|''-0,694407''
''51,336382''|''-2,251117''
''51,523064''|''-0,312718''
''53,708426''|''-1,690912''
''53,58362''|''-0,644521''
''53,300225''|''-2,237768''
''51,545303''|''-0,001778''
''50,856713''|''-4,035409''
''51,379353''|''-0,281523''
''52,679161''|''1,207805''
''50,85212''|''-1,185036''
''51,571103''|''0,460039''
''57,13763''|''-7,386773''
''51,447283''|''0,216207''
''53,796296''|''-1,564095''
''50,901779''|''-1,324871''
''53,099779''|''-1,243967''
''53,576127''|''-2,312487''
''51,317658''|''-0,72429''
''50,781084''|''-0,705312''
''51,50072''|''-0,107798''
''51,546772''|''-0,370915''
''51,565819''|''-0,059444''
''51,259506''|''-1,122378''
''50,789646''|''-3,647724''
''51,937681''|''1,279763''
''52,503901''|''-0,682054''
''50,797378''|''-3,898088''
''50,951613''|''0,734168''
''50,783846''|''-3,280176''
''51,633401''|''-0,067268''
''52,625614''|''-2,438108''
''55,863536''|''-4,258726''
''50,798448''|''0,262624''
''56,402128''|''-3,454401''
''51,273096''|''0,521353''
''51,497992''|''-0,17453''
''54,688799''|''-5,907659''
''53,14002''|''-0,404118''
''53,73834''|''-0,186506''
''51,368528''|''-0,80637''
''55,843399''|''-3,217016''
''54,030135''|''-1,252485''
''51,999015''|''-0,72921''
''53,491059''|''-2,244127''
''53,8141''|''-1,736549''
''51,430919''|''-0,130668''
''51,548792''|''0,196904''
''51,506846''|''-0,097244''
''51,466618''|''-2,119435''
''53,473972''|''-2,579684''
''53,768736''|''-0,288831''
''51,931991''|''-3,781525''
''53,060465''|''-4,249571''
''53,475456''|''-2,229785''
''51,584471''|''0,602018''
''51,141187''|''-0,488387''
''51,271357''|''0,077524''
''51,46489''|''-3,294498''
''54,610027''|''-5,932199''
''53,309624''|''-1,469876''
''53,966926''|''-1,053613''
''50,68951''|''-3,23056''
''55,870608''|''-4,30773''
''57,525041''|''-2,004994''
''53,549004''|''-0,113402''
''51,404131''|''-2,628171''
''51,42764''|''-0,940827''
''51,122118''|''1,314214''
''53,171686''|''-0,933636''
''54,977958''|''-1,495511''
''52,474254''|''-1,735163''
''51,899531''|''-2,356652''
''50,906661''|''-1,407618''
''51,515097''|''-0,123218''
''51,245291''|''-0,582318''
''53,454691''|''-2,206451''
''53,397721''|''-2,990049''
''52,570731''|''-0,288638''
''53,852671''|''-1,692967''
''51,4386''|''0,070414''
''51,554293''|''-0,173863''
''51,755411''|''-2,546965''
''60,152652''|''-1,140998''
''53,160346''|''-1,368279''
''53,462101''|''-2,354228''
''54,684202''|''-1,294382''
''50,809417''|''-1,077996''
''50,906578''|''-1,405344''
''54,513817''|''-6,050198''
''54,934023''|''-5,109655''
''53,793503''|''-3,050098''
''51,385441''|''-0,417537''
''53,384084''|''-2,249528''
''52,135972''|''1,32994''
''50,454583''|''-3,556248''
''51,058879''|''-1,303841''
''55,894071''|''-4,393096''
''54,282556''|''-0,415028''
''50,861606''|''-0,836722''
''50,167565''|''-5,13024''
''51,608905''|''-2,515671''
''50,889566''|''-1,047341''
''53,485308''|''-2,135937''
''51,165558''|''0,005096''
''51,028622''|''-3,095381''
''51,938391''|''-2,507863''
''52,722027''|''-2,432943''
''51,35617''|''0,596712''
''51,918219''|''-2,293087''
''0,0''|''0,0''
''54,265854''|''-1,02332''
''52,05285''|''1,1467''
''51,402502''|''-0,260994''
''52,292368''|''-1,585553''
''50,843144''|''-1,187464''
''55,003879''|''-3,054485''
''54,437609''|''-1,396236''
''55,903692''|''-3,638867''
''53,065977''|''-2,519466''
''52,446417''|''-2,121626''
''52,345734''|''0,516597''
''57,1597''|''-2,088643''
''51,530409''|''-0,711765''
''55,947475''|''-2,797677''
''53,553747''|''-2,219628''
''51,411599''|''0,235103''
''55,17072''|''-1,578201''
''55,129085''|''-1,514795''
''52,623097''|''-1,413798''
''51,460725''|''-0,974799''
''51,903297''|''-0,453101''
''53,355753''|''-3,116277''
''52,671355''|''-2,420272''
''52,619863''|''1,304704''
''54,531999''|''-1,575954''
''55,874337''|''-4,371755''
''51,357489''|''-2,937688''
''52,943392''|''-1,436981''
''53,569527''|''-2,438777''
''54,103588''|''-6,259887''
''53,318838''|''-3,456783''
''0,0''|''0,0''
''50,900254''|''-1,344532''
